"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"QKI",6.20602934661217e-311,1.33631844083205,0.815,0.198,1.86180880398365e-307,"X12_CD14Mono_InterM","QKI"
"CTSD",1.38824155494262e-310,1.2882393893466,0.883,0.272,4.16472466482785e-307,"X12_CD14Mono_InterM","CTSD"
"APOBEC3A",1.25269261523888e-304,4.0276945848663,0.576,0.061,3.75807784571665e-301,"X12_CD14Mono_InterM","APOBEC3A"
"C19orf38",2.75621344069133e-304,0.350476914556642,0.736,0.093,8.268640322074e-301,"X12_CD14Mono_InterM","C19orf38"
"PSME2",3.92458064376988e-304,2.67237649699252,0.775,0.403,1.17737419313096e-300,"X12_CD14Mono_InterM","PSME2"
"KIAA0930",5.00052525441618e-304,0.905226751372412,0.771,0.125,1.50015757632486e-300,"X12_CD14Mono_InterM","KIAA0930"
"THEMIS2",4.84050049895778e-303,1.19911322450934,0.796,0.151,1.45215014968733e-299,"X12_CD14Mono_InterM","THEMIS2"
"ZNF385A",5.53503079601996e-302,0.866800614412979,0.645,0.074,1.66050923880599e-298,"X12_CD14Mono_InterM","ZNF385A"
"CARD16",1.53779713496701e-296,1.93561338959505,0.79,0.319,4.61339140490104e-293,"X12_CD14Mono_InterM","CARD16"
"AHNAK",6.19721337381401e-296,2.465215562041,0.838,0.321,1.8591640121442e-292,"X12_CD14Mono_InterM","AHNAK"
"IQGAP1",2.01670409504316e-293,0.660624695820073,0.83,0.335,6.05011228512947e-290,"X12_CD14Mono_InterM","IQGAP1"
"SLC8A1",2.74760779062641e-293,5.22388146741865,0.705,0.079,8.24282337187924e-290,"X12_CD14Mono_InterM","SLC8A1"
"CRTAP",9.46491239428919e-290,1.06361730134327,0.733,0.132,2.83947371828676e-286,"X12_CD14Mono_InterM","CRTAP"
"CCDC88A",6.50672758336112e-285,4.10352944988137,0.816,0.117,1.95201827500834e-281,"X12_CD14Mono_InterM","CCDC88A"
"CD86",4.54883380792343e-283,2.5743563908912,0.698,0.09,1.36465014237703e-279,"X12_CD14Mono_InterM","CD86"
"SH3BGRL3",2.49883192678784e-282,1.19906897907758,0.872,0.39,7.49649578036353e-279,"X12_CD14Mono_InterM","SH3BGRL3"
"FAM26F",3.3675503537029e-281,2.80070411842415,0.783,0.189,1.01026510611087e-277,"X12_CD14Mono_InterM","FAM26F"
"CAST",5.34675130477044e-280,1.43355847147873,0.856,0.371,1.60402539143113e-276,"X12_CD14Mono_InterM","CAST"
"ALDOA",1.39299768848131e-276,1.29920296821323,0.827,0.389,4.17899306544392e-273,"X12_CD14Mono_InterM","ALDOA"
"NUMB",1.83171594192514e-269,1.4728079271944,0.791,0.175,5.49514782577543e-266,"X12_CD14Mono_InterM","NUMB"
"TLR2",8.98646906617265e-268,3.15111966140103,0.684,0.078,2.69594071985179e-264,"X12_CD14Mono_InterM","TLR2"
"SIRPA",1.82302616312567e-267,3.18071792765615,0.644,0.062,5.46907848937701e-264,"X12_CD14Mono_InterM","SIRPA"
"IRAK3",1.01992341667088e-264,0.289679788355128,0.757,0.092,3.05977025001265e-261,"X12_CD14Mono_InterM","IRAK3"
"LRRFIP1",1.20404632898987e-264,1.60970170855559,0.841,0.372,3.61213898696961e-261,"X12_CD14Mono_InterM","LRRFIP1"
"FAM49A",1.60342205526661e-263,0.946666360144895,0.641,0.109,4.81026616579983e-260,"X12_CD14Mono_InterM","FAM49A"
"ZNF106",2.95793659011139e-263,1.70967353880061,0.84,0.242,8.87380977033417e-260,"X12_CD14Mono_InterM","ZNF106"
"PARP14",5.52085221534387e-261,5.92032329639069,0.795,0.241,1.65625566460316e-257,"X12_CD14Mono_InterM","PARP14"
"ARPC5",1.10712464473935e-260,1.32172432729738,0.824,0.386,3.32137393421804e-257,"X12_CD14Mono_InterM","ARPC5"
"FOS",3.63452921031354e-258,2.62324802172756,0.642,0.079,1.09035876309406e-254,"X12_CD14Mono_InterM","FOS"
"LACTB",7.02026664349032e-258,2.9613180854499,0.71,0.13,2.1060799930471e-254,"X12_CD14Mono_InterM","LACTB"
"CAMK1",8.31044440565489e-258,3.94302499329222,0.601,0.072,2.49313332169647e-254,"X12_CD14Mono_InterM","CAMK1"
"IL13RA1",4.13570525791113e-256,2.01089519907986,0.63,0.071,1.24071157737334e-252,"X12_CD14Mono_InterM","IL13RA1"
"RHOQ",1.65859118597316e-252,5.14872068561504,0.756,0.166,4.97577355791949e-249,"X12_CD14Mono_InterM","RHOQ"
"CLEC4E",3.32910794178278e-248,7.58610092750833,0.583,0.054,9.98732382534835e-245,"X12_CD14Mono_InterM","CLEC4E"
"LY96",4.91623017379864e-248,2.53535016222459,0.593,0.103,1.47486905213959e-244,"X12_CD14Mono_InterM","LY96"
"CYP27A1",1.67244262027548e-246,0.718777029178408,0.575,0.046,5.01732786082643e-243,"X12_CD14Mono_InterM","CYP27A1"
"SCPEP1",3.97540859591915e-236,1.56018334812706,0.794,0.162,1.19262257877574e-232,"X12_CD14Mono_InterM","SCPEP1"
"EIF4EBP1",2.01170198461995e-235,1.98076239306866,0.581,0.107,6.03510595385984e-232,"X12_CD14Mono_InterM","EIF4EBP1"
"CD163",3.2398117637004e-235,4.2286510039714,0.617,0.06,9.7194352911012e-232,"X12_CD14Mono_InterM","CD163"
"CAPG",1.39940217728194e-234,0.48331948709247,0.728,0.143,4.19820653184582e-231,"X12_CD14Mono_InterM","CAPG"
"GLRX",7.25918340613323e-234,1.43276861634786,0.805,0.38,2.17775502183997e-230,"X12_CD14Mono_InterM","GLRX"
"PLSCR1",8.12308832221802e-234,6.14194504443499,0.592,0.117,2.43692649666541e-230,"X12_CD14Mono_InterM","PLSCR1"
"PDK4",1.24934182673436e-233,7.19297506014858,0.529,0.058,3.74802548020307e-230,"X12_CD14Mono_InterM","PDK4"
"CCR2",4.42820433949302e-233,1.68077622291327,0.637,0.077,1.3284613018479e-229,"X12_CD14Mono_InterM","CCR2"
"GNS",6.14564683607088e-232,3.55185605566428,0.689,0.107,1.84369405082126e-228,"X12_CD14Mono_InterM","GNS"
"ALOX5",3.62829513500811e-231,1.22056565832139,0.661,0.11,1.08848854050243e-227,"X12_CD14Mono_InterM","ALOX5"
"ENTPD1",4.23114038932177e-231,2.16007103967893,0.661,0.095,1.26934211679653e-227,"X12_CD14Mono_InterM","ENTPD1"
"SOD2",8.80911800880974e-229,3.57476513265443,0.767,0.205,2.64273540264292e-225,"X12_CD14Mono_InterM","SOD2"
"UBE2D1",1.21127527943709e-226,2.35809544762931,0.697,0.146,3.63382583831126e-223,"X12_CD14Mono_InterM","UBE2D1"
"ZFP36L2",2.33191141209471e-220,1.41707749260143,0.81,0.405,6.99573423628412e-217,"X12_CD14Mono_InterM","ZFP36L2"
"TET2",3.07032421021952e-218,1.38385675864177,0.747,0.139,9.21097263065857e-215,"X12_CD14Mono_InterM","TET2"
"IFITM3",1.67788260934138e-213,1.65921638833553,0.678,0.101,5.03364782802413e-210,"X12_CD14Mono_InterM","IFITM3"
"SULF2",3.46332971810618e-211,0.524391896912899,0.687,0.138,1.03899891543185e-207,"X12_CD14Mono_InterM","SULF2"
"DUSP1",1.79970498254709e-210,3.12733310379576,0.627,0.131,5.39911494764127e-207,"X12_CD14Mono_InterM","DUSP1"
"SCO2",3.06328684277782e-208,4.14990942688944,0.629,0.143,9.18986052833347e-205,"X12_CD14Mono_InterM","SCO2"
"CD63",1.76533344299462e-207,4.41583027438195,0.828,0.34,5.29600032898385e-204,"X12_CD14Mono_InterM","CD63"
"LILRA5",1.73722878662801e-206,0.68792235321335,0.581,0.068,5.21168635988404e-203,"X12_CD14Mono_InterM","LILRA5"
"GLIPR2",1.24158589877446e-203,1.87810333475973,0.769,0.222,3.72475769632338e-200,"X12_CD14Mono_InterM","GLIPR2"
"HSBP1",1.85874938771227e-201,1.73135074275442,0.702,0.208,5.5762481631368e-198,"X12_CD14Mono_InterM","HSBP1"
"LSP1",5.80369978901718e-196,1.00172373541635,0.802,0.409,1.74110993670515e-192,"X12_CD14Mono_InterM","LSP1"
"LAMTOR1",2.39675085021675e-187,1.45946619193035,0.74,0.343,7.19025255065025e-184,"X12_CD14Mono_InterM","LAMTOR1"
"USP15",2.06698520367739e-186,1.05331633643505,0.771,0.35,6.20095561103218e-183,"X12_CD14Mono_InterM","USP15"
"STAB1",3.52736841769873e-186,1.45221546402647,0.564,0.049,1.05821052530962e-182,"X12_CD14Mono_InterM","STAB1"
"METTL7A",7.06989952829573e-184,2.63045140902118,0.651,0.122,2.12096985848872e-180,"X12_CD14Mono_InterM","METTL7A"
"PYGL",9.47476551704227e-183,1.50009551053585,0.627,0.075,2.84242965511268e-179,"X12_CD14Mono_InterM","PYGL"
"ALDH1A1",1.00067229929666e-181,2.00990685989764,0.601,0.052,3.00201689788998e-178,"X12_CD14Mono_InterM","ALDH1A1"
"VAMP5",1.36950564655973e-180,4.1546878564011,0.652,0.279,4.10851693967918e-177,"X12_CD14Mono_InterM","VAMP5"
"CHP1",5.10939565891589e-178,0.881525206165167,0.647,0.132,1.53281869767477e-174,"X12_CD14Mono_InterM","CHP1"
"DOK2",2.06557747102769e-175,1.88681567490197,0.77,0.298,6.19673241308308e-172,"X12_CD14Mono_InterM","DOK2"
"MARCO",2.00457119600874e-173,3.79192889923006,0.37,0.041,6.01371358802621e-170,"X12_CD14Mono_InterM","MARCO"
"STAT1",9.47018943149736e-173,1.62557509848094,0.681,0.267,2.84105682944921e-169,"X12_CD14Mono_InterM","STAT1"
"ZFP36",4.23421467594831e-168,6.91453235419275,0.623,0.216,1.27026440278449e-164,"X12_CD14Mono_InterM","ZFP36"
"RNF149",1.20564762972778e-166,0.764113590515382,0.743,0.223,3.61694288918335e-163,"X12_CD14Mono_InterM","RNF149"
"TUBA1A",3.85133694142289e-165,3.62073377679523,0.715,0.311,1.15540108242687e-161,"X12_CD14Mono_InterM","TUBA1A"
"SKAP2",8.94118925622569e-165,0.370033276970614,0.741,0.182,2.68235677686771e-161,"X12_CD14Mono_InterM","SKAP2"
"EVI5",1.33400215607443e-163,1.44033535326754,0.567,0.089,4.00200646822329e-160,"X12_CD14Mono_InterM","EVI5"
"TPM3",2.48971931799439e-160,0.731221868241827,0.75,0.396,7.46915795398317e-157,"X12_CD14Mono_InterM","TPM3"
"IFIT3",8.42920653499381e-160,2.26847596844356,0.514,0.089,2.52876196049814e-156,"X12_CD14Mono_InterM","IFIT3"
"TLN1",3.15567742233784e-158,0.891107746184963,0.75,0.368,9.46703226701352e-155,"X12_CD14Mono_InterM","TLN1"
"IER3",9.50470231328061e-157,3.22507359655556,0.512,0.105,2.85141069398418e-153,"X12_CD14Mono_InterM","IER3"
"HPSE",2.03346987881202e-155,3.78900635361654,0.456,0.069,6.10040963643605e-152,"X12_CD14Mono_InterM","HPSE"
"OAS1",4.15435049321471e-153,1.5604755152653,0.676,0.128,1.24630514796441e-149,"X12_CD14Mono_InterM","OAS1"
"ATP5E",1.51231095008953e-152,0.629327945453493,0.763,0.434,4.53693285026859e-149,"X12_CD14Mono_InterM","ATP5E"
"LAMTOR4",1.92162616568575e-150,0.735884176397451,0.716,0.428,5.76487849705726e-147,"X12_CD14Mono_InterM","LAMTOR4"
"HSPA1A",2.35896593333823e-146,4.71919577108367,0.684,0.194,7.0768978000147e-143,"X12_CD14Mono_InterM","HSPA1A"
"ATOX1",8.93890642985862e-146,1.50736037671039,0.593,0.177,2.68167192895759e-142,"X12_CD14Mono_InterM","ATOX1"
"XAF1",9.42466142993007e-146,2.07224522335677,0.666,0.216,2.82739842897902e-142,"X12_CD14Mono_InterM","XAF1"
"ARHGAP26",1.22914533879742e-144,1.86650673201314,0.662,0.152,3.68743601639226e-141,"X12_CD14Mono_InterM","ARHGAP26"
"RNASET2",4.7025224281719e-144,0.447748094956203,0.718,0.405,1.41075672845157e-140,"X12_CD14Mono_InterM","RNASET2"
"MSRB1",3.90731158811572e-143,1.45907885376033,0.531,0.11,1.17219347643471e-139,"X12_CD14Mono_InterM","MSRB1"
"TPPP3",8.92976041329132e-141,5.29451346257091,0.466,0.043,2.6789281239874e-137,"X12_CD14Mono_InterM","TPPP3"
"FYB1",5.2955110538106e-139,1.19269567982449,0.736,0.42,1.58865331614318e-135,"X12_CD14Mono_InterM","FYB"
"MSN",1.36122353036251e-137,0.504792997301119,0.724,0.377,4.08367059108753e-134,"X12_CD14Mono_InterM","MSN"
"C3AR1",7.43150257525669e-132,2.34783705060357,0.516,0.084,2.22945077257701e-128,"X12_CD14Mono_InterM","C3AR1"
"ZDHHC1",8.86406696044008e-132,0.287948523722987,0.329,0.033,2.65922008813202e-128,"X12_CD14Mono_InterM","ZDHHC1"
"EMP3",1.15502863949236e-131,0.631430664581237,0.698,0.408,3.46508591847708e-128,"X12_CD14Mono_InterM","EMP3"
"S100A12",9.61738756444359e-128,0.567091699195164,0.733,0.086,2.88521626933308e-124,"X12_CD14Mono_InterM","S100A12"
"IFI44L",1.12553551151713e-127,4.31981249303039,0.366,0.075,3.37660653455139e-124,"X12_CD14Mono_InterM","IFI44L"
"RHOB",1.68176220532082e-127,1.53848960975754,0.445,0.066,5.04528661596246e-124,"X12_CD14Mono_InterM","RHOB"
"IFI44",1.05716556012983e-125,7.67442081292217,0.452,0.103,3.17149668038948e-122,"X12_CD14Mono_InterM","IFI44"
"TMEM167A",2.1906406933836e-123,1.34136526530305,0.627,0.217,6.5719220801508e-120,"X12_CD14Mono_InterM","TMEM167A"
"SERF2",6.1653022505093e-123,0.716579437762798,0.718,0.425,1.84959067515279e-119,"X12_CD14Mono_InterM","SERF2"
"ITGAM",4.9007072485522e-120,1.47685606242747,0.631,0.135,1.47021217456566e-116,"X12_CD14Mono_InterM","ITGAM"
"GBP1",8.31111522596148e-120,8.76945478248757,0.54,0.195,2.49333456778844e-116,"X12_CD14Mono_InterM","GBP1"
"EGR1",1.25096320726178e-119,3.10095080046738,0.383,0.023,3.75288962178535e-116,"X12_CD14Mono_InterM","EGR1"
"PMAIP1",1.03323431969477e-113,3.65679248142426,0.479,0.099,3.09970295908431e-110,"X12_CD14Mono_InterM","PMAIP1"
"IFI16",1.19052296592002e-112,2.73293706654428,0.647,0.384,3.57156889776006e-109,"X12_CD14Mono_InterM","IFI16"
"IL1B",1.29457424980813e-112,4.10091098703354,0.375,0.037,3.88372274942438e-109,"X12_CD14Mono_InterM","IL1B"
"DYNLL1",1.57970313285123e-109,0.329036090504356,0.671,0.383,4.73910939855368e-106,"X12_CD14Mono_InterM","DYNLL1"
"RNF213",8.53116065541654e-104,1.22960272547513,0.656,0.383,2.55934819662496e-100,"X12_CD14Mono_InterM","RNF213"
"ARHGEF40",9.39288664598727e-104,1.51328718874341,0.421,0.053,2.81786599379618e-100,"X12_CD14Mono_InterM","ARHGEF40"
"PTP4A2",1.01880414158736e-103,0.357848555384232,0.67,0.383,3.05641242476209e-100,"X12_CD14Mono_InterM","PTP4A2"
"APOL6",1.37617705686004e-103,1.77401776080994,0.604,0.243,4.12853117058012e-100,"X12_CD14Mono_InterM","APOL6"
"MCL1",6.32464195427086e-99,1.23225453941728,0.621,0.374,1.89739258628126e-95,"X12_CD14Mono_InterM","MCL1"
"LINC00937",2.75879199395483e-96,0.51340892431706,0.426,0.057,8.27637598186448e-93,"X12_CD14Mono_InterM","LINC00937"
"IQGAP2",1.12859330257536e-95,0.706049738961627,0.693,0.298,3.38577990772609e-92,"X12_CD14Mono_InterM","IQGAP2"
"C14orf2",1.83849589326844e-95,1.01227066941941,0.656,0.437,5.51548767980533e-92,"X12_CD14Mono_InterM","C14orf2"
"SIGLEC1",6.63545815076418e-94,4.6530032092157,0.295,0.021,1.99063744522925e-90,"X12_CD14Mono_InterM","SIGLEC1"
"ASGR2",4.66867782022702e-93,0.973835938268367,0.379,0.044,1.40060334606811e-89,"X12_CD14Mono_InterM","ASGR2"
"SGMS2",6.15707755628924e-89,1.07778752274785,0.44,0.048,1.84712326688677e-85,"X12_CD14Mono_InterM","SGMS2"
"RP11-598F7.3",2.0066235733651e-88,3.64558385927581,0.364,0.034,6.01987072009529e-85,"X12_CD14Mono_InterM","RP11-598F7.3"
"CUX1",1.24056750247943e-87,4.34215360595501,0.605,0.166,3.7217025074383e-84,"X12_CD14Mono_InterM","CUX1"
"PARVB",1.79056259256819e-87,0.300036032927953,0.423,0.077,5.37168777770458e-84,"X12_CD14Mono_InterM","PARVB"
"IRF1",1.92155417432639e-87,1.49189247665943,0.65,0.375,5.76466252297916e-84,"X12_CD14Mono_InterM","IRF1"
"YWHAE",5.17287077045241e-87,1.01215294066976,0.578,0.236,1.55186123113572e-83,"X12_CD14Mono_InterM","YWHAE"
"PRRG4",5.2077882335226e-84,2.58354224350834,0.407,0.051,1.56233647005678e-80,"X12_CD14Mono_InterM","PRRG4"
"NFKBIZ",7.37148287508321e-84,3.98320851625486,0.47,0.12,2.21144486252496e-80,"X12_CD14Mono_InterM","NFKBIZ"
"TCEB2",6.79641220574682e-83,0.32688398045091,0.673,0.431,2.03892366172404e-79,"X12_CD14Mono_InterM","TCEB2"
"RP11-597D13.9",1.45160162101207e-82,1.53943149351423,0.422,0.053,4.35480486303622e-79,"X12_CD14Mono_InterM","RP11-597D13.9"
"NFKBIA",1.32590084729155e-80,3.08224090049424,0.579,0.27,3.97770254187464e-77,"X12_CD14Mono_InterM","NFKBIA"
"EGR2",4.62008129904278e-80,3.72659364353328,0.314,0.027,1.38602438971284e-76,"X12_CD14Mono_InterM","EGR2"
"KLF6",2.71652004350513e-77,1.91375195371742,0.596,0.377,8.14956013051538e-74,"X12_CD14Mono_InterM","KLF6"
"ACSL1",7.30115605250484e-77,3.86411052683629,0.406,0.07,2.19034681575145e-73,"X12_CD14Mono_InterM","ACSL1"
"MX1",8.05175715220463e-76,5.8145484193351,0.329,0.141,2.41552714566139e-72,"X12_CD14Mono_InterM","MX1"
"SLC20A1",1.2737344692524e-75,4.61394610300336,0.49,0.161,3.82120340775719e-72,"X12_CD14Mono_InterM","SLC20A1"
"MT2A",1.83431073636379e-74,3.21893379484483,0.555,0.311,5.50293220909136e-71,"X12_CD14Mono_InterM","MT2A"
"MYO1G",4.10300822689563e-73,0.385298008011195,0.67,0.331,1.23090246806869e-69,"X12_CD14Mono_InterM","MYO1G"
"ISG15",6.4240351675195e-72,3.63658483879269,0.473,0.286,1.92721055025585e-68,"X12_CD14Mono_InterM","ISG15"
"GBP2",4.38554232836797e-70,1.16148338125399,0.72,0.301,1.31566269851039e-66,"X12_CD14Mono_InterM","GBP2"
"PTGS2",1.38676970504264e-69,3.59237845040133,0.337,0.026,4.16030911512791e-66,"X12_CD14Mono_InterM","PTGS2"
"XIST",3.27268564382605e-69,0.494053244466943,0.603,0.398,9.81805693147814e-66,"X12_CD14Mono_InterM","XIST"
"MGLL",1.8524820122778e-68,8.0195167583527,0.316,0.038,5.5574460368334e-65,"X12_CD14Mono_InterM","MGLL"
"RETN",8.32867426424101e-67,0.542019362650507,0.459,0.069,2.4986022792723e-63,"X12_CD14Mono_InterM","RETN"
"IER2",7.89686949473435e-66,3.57510044120436,0.524,0.356,2.3690608484203e-62,"X12_CD14Mono_InterM","IER2"
"UTRN",1.071638871924e-63,0.2803577052445,0.556,0.31,3.214916615772e-60,"X12_CD14Mono_InterM","UTRN"
"MSR1",2.06129637422719e-63,4.48904619508589,0.276,0.02,6.18388912268157e-60,"X12_CD14Mono_InterM","MSR1"
"CPD",1.39374676906837e-60,3.24299099225567,0.458,0.122,4.18124030720511e-57,"X12_CD14Mono_InterM","CPD"
"PTGS1",9.59560688037821e-59,3.66137449498839,0.346,0.057,2.87868206411346e-55,"X12_CD14Mono_InterM","PTGS1"
"ABI3",6.99063228055099e-57,0.269145436659017,0.469,0.158,2.0971896841653e-53,"X12_CD14Mono_InterM","ABI3"
"EPSTI1",2.56526751205523e-56,2.37641291287888,0.379,0.168,7.6958025361657e-53,"X12_CD14Mono_InterM","EPSTI1"
"METRNL",3.20153270672621e-56,2.63284839296379,0.476,0.128,9.60459812017862e-53,"X12_CD14Mono_InterM","METRNL"
"WDR49",3.2319378023703e-55,3.08787247528064,0.354,0.047,9.69581340711089e-52,"X12_CD14Mono_InterM","WDR49"
"IFIT1",4.26541390380672e-54,4.2944187681184,0.232,0.088,1.27962417114202e-50,"X12_CD14Mono_InterM","IFIT1"
"PLCB1",1.47854548180777e-52,1.758042108888,0.419,0.13,4.43563644542331e-49,"X12_CD14Mono_InterM","PLCB1"
"CYP1B1",2.99956908662277e-52,0.79828099344612,0.488,0.068,8.99870725986831e-49,"X12_CD14Mono_InterM","CYP1B1"
"PLEK",3.56197735501069e-51,9.84456414029402,0.61,0.274,1.06859320650321e-47,"X12_CD14Mono_InterM","PLEK"
"ABCC3",3.46980694645439e-49,0.505242446355362,0.369,0.054,1.04094208393632e-45,"X12_CD14Mono_InterM","ABCC3"
"H1F0",5.91470287427227e-47,10.6719042950119,0.372,0.077,1.77441086228168e-43,"X12_CD14Mono_InterM","H1F0"
"LMO4",1.76756420222507e-44,1.23754260443607,0.49,0.201,5.3026926066752e-41,"X12_CD14Mono_InterM","LMO4"
"TRPM4",7.65237158371826e-44,4.16943639300938,0.319,0.033,2.29571147511548e-40,"X12_CD14Mono_InterM","TRPM4"
"BTG2",3.43860059745823e-43,6.89432296812315,0.51,0.263,1.03158017923747e-39,"X12_CD14Mono_InterM","BTG2"
"VSIG4",1.32538972047143e-42,1.6804108244434,0.259,0.022,3.97616916141429e-39,"X12_CD14Mono_InterM","VSIG4"
"OLFM1",7.24871789376544e-41,3.3561052746643,0.216,0.027,2.17461536812963e-37,"X12_CD14Mono_InterM","OLFM1"
"VENTX",4.48992815443891e-40,1.68043745258725,0.344,0.05,1.34697844633167e-36,"X12_CD14Mono_InterM","VENTX"
"CXCL10",3.5361064044148e-39,4.24274707430117,0.178,0.018,1.06083192132444e-35,"X12_CD14Mono_InterM","CXCL10"
"EGR3",1.10199670036789e-38,3.68657286810897,0.205,0.022,3.30599010110367e-35,"X12_CD14Mono_InterM","EGR3"
"TMEM150B",1.62208942906951e-38,0.528539714084133,0.289,0.038,4.86626828720852e-35,"X12_CD14Mono_InterM","TMEM150B"
"MCTP2",3.93325499115931e-38,3.02155832420862,0.03,0.122,1.17997649734779e-34,"X12_CD14Mono_InterM","MCTP2"
"FOSB",8.07361596556236e-38,2.57337641285713,0.23,0.038,2.42208478966871e-34,"X12_CD14Mono_InterM","FOSB"
"LINC01503",5.24080965439934e-37,1.40361009111859,0.221,0.047,1.5722428963198e-33,"X12_CD14Mono_InterM","LINC01503"
"ZNF185",1.38430049561812e-35,0.969494256043028,0.34,0.062,4.15290148685436e-32,"X12_CD14Mono_InterM","ZNF185"
"MXRA7",1.6901399932982e-35,1.81710393765851,0.007,0.106,5.0704199798946e-32,"X12_CD14Mono_InterM","MXRA7"
"ATOH8",3.68315928181103e-35,1.88608453263561,0.31,0.024,1.10494778454331e-31,"X12_CD14Mono_InterM","ATOH8"
"SLC47A1",1.38971829090659e-33,4.91550862172929,0.337,0.031,4.16915487271977e-30,"X12_CD14Mono_InterM","SLC47A1"
"C1orf54",1.41350956165331e-33,1.02641413562755,0.266,0.086,4.24052868495994e-30,"X12_CD14Mono_InterM","C1orf54"
"SLFN12",1.41681184498036e-32,2.09050710625063,0.379,0.118,4.25043553494109e-29,"X12_CD14Mono_InterM","SLFN12"
"ILK",6.14872069714066e-32,2.6333581772309,0.45,0.184,1.8446162091422e-28,"X12_CD14Mono_InterM","ILK"
"TNNT1",1.33720223548365e-31,0.544011620494917,0.216,0.03,4.01160670645095e-28,"X12_CD14Mono_InterM","TNNT1"
"DLEU7",4.2984624217634e-31,1.80874896655295,0.27,0.041,1.28953872652902e-27,"X12_CD14Mono_InterM","DLEU7"
"STARD8",6.67072687673523e-31,2.30032278498509,0.32,0.038,2.00121806302057e-27,"X12_CD14Mono_InterM","STARD8"
"LY6E",4.90983915905525e-30,1.12798431479193,0.479,0.391,1.47295174771657e-26,"X12_CD14Mono_InterM","LY6E"
"RP11-160E2.6",7.66985846664401e-30,3.53875076853369,0.34,0.114,2.3009575399932e-26,"X12_CD14Mono_InterM","RP11-160E2.6"
"RAB39A",1.93304358928668e-27,1.97273119358442,0.287,0.048,5.79913076786004e-24,"X12_CD14Mono_InterM","RAB39A"
"GOLM1",6.2437543627744e-27,0.423953660902322,0.373,0.083,1.87312630883232e-23,"X12_CD14Mono_InterM","GOLM1"
"SLC22A16",7.41363436907039e-27,3.57453693127077,0.327,0.032,2.22409031072112e-23,"X12_CD14Mono_InterM","SLC22A16"
"FFAR2",1.41090409349215e-26,2.33167974879471,0.253,0.035,4.23271228047644e-23,"X12_CD14Mono_InterM","FFAR2"
"UQCRH",2.32562285295059e-26,0.33223493764875,0.536,0.42,6.97686855885178e-23,"X12_CD14Mono_InterM","UQCRH"
"PSRC1",2.66453754412266e-26,1.36403556838612,0.301,0.061,7.99361263236799e-23,"X12_CD14Mono_InterM","PSRC1"
"POLR2L",5.29593926143491e-26,0.312103693711749,0.559,0.39,1.58878177843047e-22,"X12_CD14Mono_InterM","POLR2L"
"CMKLR1",6.15265371358098e-26,0.350882154114718,0.312,0.066,1.84579611407429e-22,"X12_CD14Mono_InterM","CMKLR1"
"CCL2",2.12019409478389e-24,3.51843712875723,0.122,0.018,6.36058228435168e-21,"X12_CD14Mono_InterM","CCL2"
"SOCS6",2.4353367089871e-24,1.10274726870381,0.334,0.078,7.30601012696129e-21,"X12_CD14Mono_InterM","SOCS6"
"SLC16A6",3.63958768204952e-24,6.28861840423594,0.299,0.098,1.09187630461486e-20,"X12_CD14Mono_InterM","SLC16A6"
"DOCK4",1.88557937441619e-22,3.87931184767694,0.27,0.041,5.65673812324856e-19,"X12_CD14Mono_InterM","DOCK4"
"ANO5",3.33475368125733e-22,3.75076305419546,0.284,0.034,1.0004261043772e-18,"X12_CD14Mono_InterM","ANO5"
"LRP3",3.73158772195848e-22,0.684846022890838,0.255,0.038,1.11947631658754e-18,"X12_CD14Mono_InterM","LRP3"
"PAQR4",8.639795395276e-22,4.30955426819271,0.302,0.073,2.5919386185828e-18,"X12_CD14Mono_InterM","PAQR4"
"MPO",9.44800361109862e-22,1.08331507343504,0.27,0.027,2.83440108332959e-18,"X12_CD14Mono_InterM","MPO"
"AZU1",9.50333872717664e-22,2.03042765125219,0.264,0.036,2.85100161815299e-18,"X12_CD14Mono_InterM","AZU1"
"RSAD2",9.68851261968859e-22,2.4934518436455,0.229,0.093,2.90655378590658e-18,"X12_CD14Mono_InterM","RSAD2"
"NFIX",2.17241588823848e-21,0.984325457346689,0.28,0.101,6.51724766471545e-18,"X12_CD14Mono_InterM","NFIX"
"C1QA",2.1576817735894e-20,1.57259017553274,0.149,0.019,6.4730453207682e-17,"X12_CD14Mono_InterM","C1QA"
"RP11-876N24.4",9.43317234588149e-20,2.01650298589079,0.291,0.061,2.82995170376445e-16,"X12_CD14Mono_InterM","RP11-876N24.4"
"RP5-858L17.1",1.15745317575508e-19,6.3619322318893,0.226,0.026,3.47235952726523e-16,"X12_CD14Mono_InterM","RP5-858L17.1"
"LPAR1",1.37045866125801e-19,1.57362844205857,0.167,0.027,4.11137598377402e-16,"X12_CD14Mono_InterM","LPAR1"
"STEAP4",3.85602837829051e-19,2.98834552008856,0.257,0.042,1.15680851348715e-15,"X12_CD14Mono_InterM","STEAP4"
"ANKRD22",2.15614486993346e-18,4.03878160189393,0.186,0.075,6.46843460980037e-15,"X12_CD14Mono_InterM","ANKRD22"
"ZC3H12C",8.37395059930794e-18,3.28796447103575,0.264,0.031,2.51218517979238e-14,"X12_CD14Mono_InterM","ZC3H12C"
"CCL3",1.02414040889774e-17,1.6902782485938,0.227,0.056,3.07242122669323e-14,"X12_CD14Mono_InterM","CCL3"
